126.9150047,37.4923941
126.942013,37.512308
126.9393389,37.51243249
126.9394393,37.5122806
126.917005,37.492901
126.9395,37.51245
126.955,37.51
126.9437019,37.5049107
126.967,37.486
126.98,37.481
126.943,37.503
126.97,37.48
126.952434,37.514532
126.928,37.51
126.9742035,37.4818336
126.935,37.5
126.979,37.504
126.9679663,37.4835436
126.9356221,37.5067985
126.945,37.499
126.9187321,37.49242992
126.9211987,37.49401094
126.9212906,37.49201447
126.9218795,37.49391604
126.954,37.511
126.9323147,37.4966483
126.949,37.514
126.948509,37.514165
126.9679411,37.5040402
126.975,37.486
126.935,37.493
126.941,37.496
126.943,37.493
126.953,37.494
126.939,37.496
126.9302267,37.5006976
126.944,37.509
126.94,37.512
126.949,37.5
126.943,37.509
126.913,37.494
126.913,37.495
126.952,37.507
126.943,37.503
126.9219158,37.4981898
126.933,37.504
126.934,37.497
126.951,37.502
126.956325,37.496473
126.956563,37.505573
126.9472136,37.5078956
126.96194,37.5085067
126.9775867,37.4883998
126.941,37.505
126.975737,37.485326
126.9695831,37.4846843
126.9673614,37.48404699
126.9411123,37.5043783
126.9758763,37.483679
126.9798892,37.47700705
126.9815456,37.488183
126.932449,37.500084
126.940627,37.504661
126.9373594,37.50850173
126.9263169,37.50816153
126.9787666,37.48310488
126.9792625,37.48870587
126.9720812,37.48664243
126.9716347,37.4809448
126.9530605,37.49808686
126.942306,37.50546966
126.9313418,37.49920091
126.9313418,37.49920091
126.9100533,37.48894735
126.9614,37.50940583
126.9115301,37.4878723
126.9126413,37.4878626
126.9419909,37.51338327
126.9444952,37.5136021
126.9445459,37.513633
126.9446001,37.5136468
126.944964,37.513957
126.9451614,37.51418665
126.94,37.512
126.957,37.496
126.963,37.511
126.9514833,37.4783245
126.9514865,37.4783368
126.951589,37.4782927
126.9506931,37.4786935
126.9162373,37.47824859
126.9273515,37.4815967
126.945707,37.468267
126.964134,37.473489
126.934273,37.489967
126.940581,37.489952
126.942934,37.490272
126.979053,37.47177181
126.959381,37.4798447
126.9586787,37.4714139
126.9595,37.47207
126.923961,37.473446
126.9207071,37.484832
126.93359,37.488698
126.91337,37.474798
126.923649,37.469601
126.915192,37.463023
126.967365,37.473959
126.953585,37.475877
126.925752,37.47575
126.964651,37.469214
126.9401712,37.480634
126.980329,37.472999
126.925629,37.488607
126.913328,37.482323
126.949587,37.484361
126.932944,37.486458
126.9332997,37.476615
126.9494098,37.480432
126.912673,37.473512
126.93557,37.476973
126.940685,37.47589
126.96218,37.47404
126.912545,37.473244
126.932658,37.473699
126.976619,37.474617
126.9437325,37.475428
126.96371,37.4746468
126.942958,37.488385
126.962538,37.475457
126.948474,37.484386
126.944774,37.477776
126.961172,37.474473
126.9365586,37.468446
126.914839,37.475663
126.926865,37.465083
126.940707,37.472421
126.9240661,37.48189
126.9456913,37.4685949
126.9457081,37.468622
126.9601883,37.4730143
126.9448168,37.4671252
126.9447992,37.4675227
126.9352667,37.47019426
126.9791989,37.475381
126.9417534,37.4916584
126.9566172,37.48720653
126.9160174,37.4800959
126.9415751,37.48692321
126.9464887,37.47804204
126.960849,37.477963
126.941961,37.483142
126.927276,37.483782
126.927909,37.484229
126.928242,37.484265
126.928271,37.483918
126.951206,37.4785635
126.9203532,37.4694995
126.9351783,37.4701725
126.9575808,37.48670006
126.9575909,37.4867072
126.9456468,37.49160341
126.9312669,37.46679699
126.9198655,37.46483912
126.9480897,37.48436063
126.916762,37.486792
126.916859,37.486418
126.916944,37.486022
126.917199,37.485211
126.9167103,37.4887865
126.946,37.468
126.938043,37.485801
126.938,37.486
126.954028,37.483633
126.913881,37.4860187
126.914,37.486
126.917126,37.484675
126.926371,37.483082
126.926948,37.482641
126.927611,37.482191
126.928012,37.481866
126.965599,37.474794
126.909881,37.482647
126.910622,37.482787
126.911329,37.482432
126.947,37.486
126.958387,37.476295
126.921641,37.4710217
126.918798,37.4615195
126.977873,37.4746893
126.936956,37.4705947
126.915553,37.4761748
126.932455,37.4879565
126.9329682,37.4701243
126.9318204,37.46413438
126.934999,37.4749942
126.931373,37.4797675
126.948157,37.4895286
126.9481613,37.4895353
126.927114,37.4873947
126.918093,37.4854105
126.927337,37.4815779
126.9273496,37.4815967
126.932964,37.470106
126.942407,37.4853056
126.965324,37.4751007
126.907794,37.4825626
126.949753,37.4841917
126.9514833,37.4783245
126.9416521,37.4791339
126.941639,37.4791171
126.958627,37.4918465
126.957032,37.480641
126.9797004,37.4757555
126.902722,37.48390033
126.9808889,37.4756957
126.9801252,37.47579368
126.9813068,37.47575811
126.9521815,37.47944823
126.9544317,37.48316089
126.928373,37.483777
126.9135609,37.48598292
126.9376171,37.4693477
126.9376187,37.4705197
126.9375998,37.4705856
126.9377432,37.46914174
126.937649,37.469212
126.928117,37.483867
126.9296117,37.48349981
126.9298047,37.48509119
126.9297472,37.4851238
