126.9219141,37.4980116,,,,,,,,,,,,,,,,,,,
126.9369127,37.4923981,,,,,,,,,,,,,,,,,,,
126.9680179,37.4826451,,,,,,,,,,,,,,,,,,,
126.9541254,37.5086823,,,,,,,,,,,,,,,,,,,
126.9782792,37.5031544,,,,,,,,,,,,,,,,,,,
126.9842837,37.4991162,,,,,,,,,,,,,,,,,,,
126.9731186,37.5058672,,,,,,,,,,,,,,,,,,,
126.9502185,37.5038735,,,,,,,,,,,,,,,,,,,
126.9469448,37.5136755,,,,,,,,,,,,,,,,,,,
126.951801,37.5070437,,,,,,,,,,,,,,,,,,,
126.9409101,37.4948691,,,,,,,,,,,,,,,,,,,
126.9609069,37.4991987,,,,,,,,,,,,,,,,,,,
126.9487057,37.4949193,,,,,,,,,,,,,,,,,,,
126.9472593,37.4993001,,,,,,,,,,,,,,,,,,,
126.9572039,37.5116353,,,,,,,,,,,,,,,,,,,
126.9628389,37.5105692,,,,,,,,,,,,,,,,,,,
126.9783993,37.4968521,,,,,,,,,,,,,,,,,,,
