126.9556433,37.4778249,,,,,,,,,,,,,,,,,,,
126.9134714,37.4872806,,,,,,,,,,,,,,,,,,,
126.9263933,37.484132,,,,,,,,,,,,,,,,,,,
126.9327744,37.4703574,,,,,,,,,,,,,,,,,,,
126.9322229,37.4694848,,,,,,,,,,,,,,,,,,,
126.9316744,37.4696348,,,,,,,,,,,,,,,,,,,
126.9323213,37.4703471,,,,,,,,,,,,,,,,,,,
126.9308478,37.4685738,,,,,,,,,,,,,,,,,,,
126.9318566,37.4690119,,,,,,,,,,,,,,,,,,,
126.9318566,37.4690119,,,,,,,,,,,,,,,,,,,
126.9308581,37.4679868,,,,,,,,,,,,,,,,,,,
126.9311694,37.469621,,,,,,,,,,,,,,,,,,,
126.9312875,37.4679863,,,,,,,,,,,,,,,,,,,
126.9032287,37.4848091,,,,,,,,,,,,,,,,,,,
126.9326036,37.4619245,,,,,,,,,,,,,,,,,,,
126.9294443,37.4604364,,,,,,,,,,,,,,,,,,,
126.9303374,37.4713714,,,,,,,,,,,,,,,,,,,
126.9306093,37.4653363,,,,,,,,,,,,,,,,,,,
126.9303147,37.4656732,,,,,,,,,,,,,,,,,,,
126.933969,37.460996,,,,,,,,,,,,,,,,,,,
126.9290905,37.4605637,,,,,,,,,,,,,,,,,,,
126.9263278,37.4600489,,,,,,,,,,,,,,,,,,,
126.9767625,37.4746967,,,,,,,,,,,,,,,,,,,
